cve_ageb,npp_score,equity_score,final_score,priority_rank,priority_quintile
1510600864210,0.5239810873943472,0.32535320678719515,0.4842555112729169,220,3
1510602334386,0.4213733821787379,0.16037305765740725,0.3691733172744718,461,1
1510600904314,0.4132899418887366,0.1626268257953302,0.3631573186700553,467,1
1510600904297,0.5850595594911506,0.3177832118217093,0.5316042899572624,101,5
1510601124653,0.372764962945728,0.2056233536665648,0.33933664108989536,488,1
1510600754193,0.39332917637717757,0.02997012282714275,0.3206573656671706,506,1
1510600864244,0.5334743675163558,0.18569557687346389,0.46391860938777746,278,3
1510600803867,0.4810623666351425,0.00107211718296495,0.38506431674470704,439,1
1510600933937,0.5254857796969911,0.33918219738083416,0.48822506323375975,204,4
1510600803886,0.4691434278617918,0.02812543479464695,0.38093982924836284,448,1
1510600722178,0.6083127087411305,0.528699233256582,0.5923900136442208,20,5
1510600803890,0.4994552379311522,0.1676573456833529,0.4330956594815924,351,2
1510600704795,0.45557520980481825,0.17069836590834145,0.39859984102552287,413,2
1510600704808,0.3862421982659499,0.19008969588918564,0.3470116977905971,480,1
1510600844600,0.46389704504263796,0.05103361006202115,0.38132435804651466,447,1
1510600864263,0.5621326533997456,0.20567370600023005,0.4908408639198425,198,4
1510600864259,0.532451339200084,0.19017837000613674,0.4639967453612946,277,3
1510600844598,0.6155061063004462,0.3509136206084035,0.5625876091620376,50,5
1510600833922,0.5687266869192187,0.5209517816624036,0.5591717058678557,55,5
1510600924070,0.5091109624927918,0.20374177003077548,0.44803712400038853,313,3
1510600754102,0.5152193529794143,0.19639303962835192,0.4514540903092019,308,3
1510600644916,0.3021412695345451,0.2056233536665648,0.2828376863609491,518,1
1510600664776,0.592765216418738,0.5228823590870078,0.578788644952392,37,5
1510600664761,0.6059680259239909,0.49178047709543193,0.5831305161582792,29,5
1510600864278,0.5243827125879007,0.19258532352112473,0.45802323477454554,290,3
1510600924051,0.5039336343000824,0.3598315207376218,0.47511321158759034,242,3
1510600864282,0.5288516677180919,0.19930373558719316,0.46294208129191217,280,3
1510600992197,0.5403286368180373,0.6025790865402282,0.5527787267624755,68,5
1510600010330,0.5334652908029082,0.1990786491357058,0.4665879624694677,264,3
1510600011945,0.578932942728665,0.19090245970782077,0.5013268461244962,170,4
1510600832712,0.5869459903763055,0.5178921098813624,0.573135214277317,42,5
1510600012214,0.5611844034312868,0.19145234486054613,0.4872379917171387,206,4
1510600832892,0.49633108469448695,0.5302374727593435,0.5031123623074583,167,4
1510600013335,0.5347943684360547,0.35592598288407706,0.4990206913256592,176,4
1510600621771,0.6057653006545516,0.5198145786251582,0.588575156248673,23,5
1510600754189,0.5414555756984822,0.1845889982926461,0.47008226021731503,254,3
1510600833918,0.5002945415252273,0.525483442268732,0.5053323216739283,161,4
1510600731574,0.4581659125246639,0.3625342925047255,0.43903958852067626,331,2
1510600010400,0.6025493139029144,0.16391785221095675,0.514823021564523,144,4
1510600622680,0.553737157125481,0.5611571696805767,0.5552211596365002,64,5
1510600664719,0.5978223935861081,0.5254723854286867,0.5833523919546239,28,5
1510600664687,0.5482231216659708,0.5095445217135172,0.5404874016754802,85,5
1510602354511,0.4846507015241232,0.0112953930753896,0.3899796398343765,432,1
1510600464831,0.4346939140167949,0.18541815980134715,0.38483876317370536,440,1
1510600434884,0.5338722649245533,0.20100196345219215,0.4672982046300811,263,3
1510600434899,0.4803119568617528,0.18030255262100559,0.4203100760136034,378,2
1510600644935,0.5476373161341306,0.2142771704380739,0.48096528699491925,229,3
1510600434901,0.5173490012507196,0.3455241730620338,0.4829840356129824,224,3
1510600644992,0.5167672152697406,0.37413757420439797,0.488241287056672,203,4
1510600975007,0.35955649196960077,0.3606824911551787,0.3597816918067164,470,1
1510600874047,0.4696591883052725,0.03136450845712835,0.3820002523356437,446,1
