cve_ageb,POBTOT,POB0_14,POB15_64,POB65_MAS,P_15A17,P_18A24,VPH_AUTOM,VIVPAR_HAB
1409800011078,4885,1472,3166,247,309,630,486,1101
1409800011082,5436,1530,3606,300,316,713,571,1288
1409800011097,6042,1423,4241,378,287,743,1173,1714
140980001110A,4582,1122,3078,382,225,496,643,1061
1409800011152,5590,1379,3715,496,291,725,584,1334
1409800011167,3473,886,2362,225,204,444,463,833
1409800011171,3880,1181,2533,166,246,521,252,811
1409800011186,2773,899,1769,105,155,351,209,561
1409800011190,5754,1594,3784,371,329,728,556,1109
1409800011203,4500,1252,2968,276,254,593,409,990
1409800011218,5166,1324,3499,343,270,692,591,1308
1409800011222,5625,1563,3705,357,320,733,601,1178
1409800011237,4965,1473,3293,199,320,693,457,1100
1409800011241,2289,660,1488,141,125,304,247,547
1409800011256,1055,252,671,132,45,136,154,242
1409800011260,2173,524,1410,239,113,251,281,540
1409800011294,3231,865,2160,206,155,455,335,784
1409800011330,2330,371,1658,301,104,251,528,802
1409800011345,3224,588,2220,400,147,387,677,935
140980001135A,7229,2171,4751,307,392,962,720,1586
1409800011364,3422,922,2230,270,182,425,331,806
1409800011379,5648,1551,3832,265,326,741,722,1362
1409800011383,3466,1014,2264,188,205,500,332,770
1409800011398,3901,1057,2592,252,221,560,466,911
140980001142A,1587,376,1071,140,103,209,154,365
1409800011434,1685,418,1105,162,94,209,205,436
1409800011449,4273,1121,2849,300,219,543,491,1021
1409800011453,2744,808,1787,147,171,364,272,660
1409800011468,4073,1226,2675,169,233,560,335,894
1409800011491,2491,546,1645,300,119,282,328,639
1409800011504,2451,481,1627,343,116,249,388,720
1409800011519,4658,1029,3385,244,226,679,902,1219
1409800011538,5197,1143,3506,548,237,661,484,1367
1409800011542,2526,521,1784,221,106,342,432,669
1409800011576,4298,1277,2805,215,250,600,437,967
1409800011595,2693,708,1843,142,160,353,319,650
1409800011608,2140,579,1437,124,106,271,265,501
1409800011631,2896,744,1952,200,168,343,369,721
1409800011646,3259,891,2153,215,201,403,366,767
1409800011650,492,123,357,12,6,37,155,182
1409800011665,677,180,486,11,44,64,166,190
140980001167A,20,6,11,3,0,*,*,4
1409800011684,1082,285,741,56,55,107,273,302
1409800011699,1291,331,949,11,52,191,278,392
1409800011716,908,269,600,39,44,69,206,244
1409800011720,101,27,70,4,9,14,11,25
1409800011735,4784,1403,3213,168,302,664,509,1110
1409800011769,4091,1141,2733,209,239,550,473,940
1409800011773,1720,501,1136,83,92,261,140,352
1409800011788,100,28,65,7,9,13,7,22
1409800011792,68,14,49,5,*,14,9,18
1409800011805,457,153,295,9,36,71,33,100
140980001181A,527,155,354,17,30,77,57,124
1409800011824,808,293,480,35,53,101,68,178
1409800011839,4538,1376,2888,274,263,575,353,977
1409800011843,3451,1009,2217,225,200,400,285,735
1409800011858,56,16,38,*,0,13,7,11
1409800011862,1854,621,1173,60,118,250,126,407
1409800011877,1410,474,876,60,88,205,159,301
1409800011909,4614,1268,3114,232,254,637,534,1021
1409800011913,2561,684,1739,138,144,363,277,594
1409800011928,428,102,259,67,15,38,62,92
1409800011951,4934,1320,3402,212,314,799,527,1112
1409800011966,6599,2090,4276,233,423,941,584,1410
1409800011970,4835,1410,3255,170,318,746,410,1014
1409800011985,22,7,15,0,3,*,*,6
1409800012004,749,248,464,37,36,101,63,158
1409800012042,562,169,373,20,30,91,60,115
1409800012061,715,54,137,6,9,34,12,49
1409800012076,59,19,39,*,4,12,3,14
1409800012095,2,*,*,*,*,*,*,*
1409800012108,1796,575,1171,50,121,254,182,384
1409800012112,1642,386,1186,70,75,194,409,440
1409800012131,6540,1585,4743,211,333,867,1180,1841
1409800012150,4491,1185,3086,216,269,545,739,1164
1409800012165,2846,565,1936,345,134,323,424,781
140980001217A,2753,519,1845,389,123,284,563,788
1409800012199,3126,830,2064,232,168,395,328,727
1409800012201,4406,1285,2898,223,281,548,347,1052
1409800012216,5087,1618,3306,163,291,684,417,1163
1409800012220,3373,945,2243,185,142,439,459,754
1409800012235,2816,795,1865,156,148,377,250,670
140980001224A,2320,697,1539,84,136,327,226,564
1409800012254,3094,923,2035,136,185,440,326,704
1409800012269,2714,732,1873,109,154,406,273,647
1409800012273,6364,2005,4165,192,378,687,746,1596
1409800012292,5151,1046,3911,193,250,817,923,1542
1409800012343,4266,802,3077,387,170,494,835,1182
1409800012358,6027,1324,4147,556,295,688,871,1419
1409800012362,8837,2188,6175,474,344,976,1190,1726
1409800012377,11412,2474,8257,677,486,1272,2570,3188
1409800012381,1674,321,1254,99,71,226,419,408
1409800012413,2892,582,2066,244,136,342,603,843
1409800012428,3688,712,2504,472,160,403,640,1054
1409800012432,4933,1141,3251,541,254,501,549,1305
1409800012447,2500,541,1613,346,124,282,302,649
1409800012451,2321,479,1512,330,121,246,284,621
1409800012466,6154,1558,4266,328,301,617,1477,1782
1409800012470,2123,479,1431,213,98,264,303,606
1409800012485,2324,414,1515,395,97,287,308,614
140980001249A,3050,730,1948,372,149,335,305,810
1409800012502,855,275,562,18,60,110,96,183
1409800012517,1958,484,1450,24,39,126,712,653
1409800012521,12,4,8,0,0,*,*,4
1409800012536,383,77,288,18,21,38,101,121
1409800012540,42,11,26,5,3,4,6,11
1409800012555,6843,1374,5176,293,407,1077,1330,1892
140980001256A,2982,567,2279,135,185,447,747,869
1409800012574,10673,1959,8300,412,393,2059,3247,3029
1409800012589,3927,785,3000,142,211,601,844,1159
1409800012606,3379,599,2551,229,150,496,614,945
1409800012610,3048,663,2250,135,167,452,542,874
1409800012625,3803,1060,2561,182,227,546,454,883
140980001263A,2297,684,1518,95,159,341,255,545
1409800012644,1338,361,917,60,83,212,163,300
1409800012659,3802,914,2728,160,259,481,445,962
1409800012663,1782,457,1244,81,88,203,406,540
1409800012697,2939,767,2087,85,191,387,630,838
140980001270A,3577,907,2572,98,255,536,696,994
1409800012714,10208,2885,7051,272,511,1084,2336,2855
1409800012729,2667,740,1831,96,144,274,603,719
1409800012733,5093,1415,3500,178,325,567,1146,1413
1409800012748,504,161,313,30,30,56,76,113
1409800012752,1770,482,1189,99,75,201,390,501
1409800012767,1979,499,1306,174,109,228,256,480
1409800012771,3777,798,2832,147,240,547,761,1060
1409800012786,2832,618,1974,240,163,334,316,695
1409800012790,3271,563,2494,214,196,472,882,951
1409800012803,3008,701,2227,80,182,411,763,842
1409800012818,4563,1074,3267,222,268,683,738,1220
1409800012822,2394,607,1726,61,85,294,453,788
1409800012837,2606,697,1786,123,125,325,511,622
1409800012841,2698,694,1899,105,149,320,611,808
1409800012856,4573,1015,3426,132,225,652,1041,1330
1409800012860,2363,464,1805,94,123,334,457,741
1409800012894,1131,221,813,93,76,139,336,309
1409800012907,11,4,7,0,0,0,3,4
1409800012911,3467,906,2442,119,155,347,985,892
1409800012926,275,83,183,9,10,17,81,85
1409800012930,1055,167,346,9,45,84,43,116
1409800012964,633,142,468,23,31,72,202,192
1409800012979,158,50,96,12,7,21,28,40
1409800012983,1137,298,791,48,51,95,329,337
1409800012998,772,212,552,8,38,86,222,217
1409800013002,577,204,355,18,14,45,86,147
1409800013036,163,44,106,13,8,16,14,52
1409800013040,2407,544,934,71,98,184,103,365
1409800013055,1349,217,409,25,51,91,64,146
140980001306A,336,114,213,9,15,42,26,64
1409800013074,1562,441,1078,43,62,122,447,471
1409800013089,28,13,15,0,*,4,*,5
1409800013093,86,37,49,0,8,7,9,19
1409800013106,16,3,13,0,*,*,3,5
1409800013110,7,*,*,*,*,*,*,*
1409800013125,134,52,79,3,13,15,4,22
140980001313A,422,102,316,4,16,17,152,149
1409800013144,4,*,*,*,*,*,*,*
1409800013163,2497,926,1525,46,174,242,251,585
1409800013182,6059,2089,3857,113,321,572,801,1487
1409800013197,176,48,117,11,16,29,16,32
140980001320A,6267,1963,4154,150,239,508,1356,1951
1409800013214,5792,1630,3979,181,346,694,1065,1560
1409800013252,219,85,133,*,11,25,21,50
1409800013267,987,277,689,21,25,61,328,320
1409800013271,982,266,699,17,26,50,347,346
1409800013286,1541,431,1087,23,45,80,503,415
1409800013290,384,126,237,21,21,53,46,85
1409800013303,297,93,190,14,16,30,43,71
1409800013318,242,97,140,5,14,23,5,48
1409800013322,1587,535,987,65,106,219,131,335
1409800013337,1102,387,670,45,67,166,75,231
1409800013341,1595,521,1000,74,118,215,142,283
1409800013356,14,6,8,0,0,*,*,*
1409800013360,0,0,0,0,0,0,0,0
1409800013375,1391,371,985,35,43,78,468,452
140980001338A,1028,120,210,13,29,41,26,78
1409800013394,793,54,86,5,8,17,11,33
1409800013411,182,43,137,*,0,8,68,64
1409800140000,23531,5694,16092,1737,1235,2630,4417,6065
1409800140027,3214,675,2139,399,172,388,432,767
1409800141114,3218,743,2116,359,172,365,420,747
1409800141129,5386,1308,3700,377,288,641,865,1363
1409800142019,1362,337,925,100,81,156,229,331
1409800142023,2448,508,1816,120,163,343,460,688
1409800142038,219,46,164,9,12,33,30,54
1409800142127,1834,523,1260,51,124,244,289,427
1409800142945,462,114,320,28,25,58,112,116
140980014295A,2681,709,1825,147,85,177,906,873
1409800143017,634,177,419,38,21,40,210,205
1409800143021,54,12,40,*,4,10,8,10
1409800143159,117,40,77,0,6,16,10,21
1409800143178,1350,334,931,83,67,120,330,322
1409800143229,250,80,159,11,8,16,36,54
1409800143233,25,5,17,3,*,*,5,5
1409800143248,91,43,46,*,*,7,7,16
1409800143407,186,40,138,8,4,14,68,66
1409801280000,5251,1460,3655,136,379,687,874,1323
1409801282875,3193,855,2253,85,228,446,534,807
140980128288A,2058,605,1402,51,151,241,340,516
1410100000000,569913,152833,383947,28914,31717,71938,77634,135051
1410100010000,442440,113763,300405,24915,24807,57967,55944,102941
1410100010147,6460,1752,4269,439,353,788,602,1415
1410100010151,3288,896,2209,179,181,424,289,734
141010001019A,4667,1231,3173,263,264,664,577,1038
1410100010202,6481,1744,4351,386,406,906,705,1478
1410100010310,5473,1187,3772,497,267,694,1006,1445
1410100010363,6864,1831,4584,433,414,898,598,1553
1410100010378,4896,1289,3216,391,238,581,473,1092
1410100010382,3829,985,2564,280,191,496,420,897
1410100010397,5383,1517,3496,321,290,663,459,1199
141010001040A,2761,657,1866,238,140,370,326,627
1410100010433,6985,2061,4652,272,371,889,1146,1669
1410100010448,2340,656,1535,149,139,323,211,520
1410100010452,4410,1249,2885,276,254,610,440,1010
1410100010471,7761,2430,4986,338,514,1092,568,1581
1410100010486,3541,942,2459,140,186,521,431,823
1410100010490,2951,761,2048,135,174,393,398,690
1410100010503,3143,793,2186,163,168,464,381,695
1410100010518,2418,720,1590,108,135,324,267,534
1410100010522,3217,985,2113,119,197,463,296,713
1410100010537,2884,644,1825,114,166,357,324,672
1410100010541,3752,1007,2574,171,228,555,434,814
1410100010556,2174,647,1440,87,127,267,231,444
1410100010575,4671,1266,3169,233,297,662,588,1084
1410100010594,5786,1682,3925,166,345,710,1070,1500
1410100010607,2114,536,1442,136,125,292,188,493
1410100010611,2580,707,1752,121,167,363,280,563
1410100010626,3040,823,1978,236,180,370,294,477
1410100010630,2351,598,1629,124,141,330,258,535
1410100010645,2160,536,1489,130,141,279,207,468
141010001065A,4590,1111,3267,212,291,683,607,994
1410100010679,9075,2647,6007,367,538,1208,1136,1296
1410100010700,3634,819,2471,338,185,460,389,951
1410100010715,4443,1067,2949,326,243,556,464,1126
141010001072A,4234,1106,2913,215,269,537,495,971
1410100010734,3003,726,2101,176,188,408,316,660
1410100010749,4806,1311,3144,351,276,571,387,1072
1410100010753,4849,1259,3286,293,283,697,442,1064
1410100010768,4908,1274,3338,268,293,641,522,1124
1410100010772,5343,1405,3598,340,276,699,553,1182
1410100010787,5882,1529,4120,232,370,856,709,1171
1410100010791,5486,1391,3818,277,290,761,727,1290
1410100010819,2451,617,1671,163,139,298,302,553
1410100010823,2948,550,2067,331,108,333,610,847
1410100010842,2348,425,1646,277,106,258,503,655
1410100010857,2176,486,1556,134,106,269,313,616
1410100010861,5456,1341,3846,269,267,631,834,1632
1410100010880,2000,544,1386,70,127,265,203,501
1410100010895,2789,532,2104,153,134,415,479,761
1410100010912,5976,1468,4022,486,377,787,541,1273
1410100010927,3969,799,2669,501,198,463,445,980
1410100010931,3877,750,2773,348,202,560,454,790
1410100010946,6466,1482,4367,617,353,849,610,1440
1410100010950,4244,1117,2950,171,281,581,567,1027
1410100010965,5031,1410,3406,202,302,750,522,1166
141010001097A,1694,354,1166,174,85,227,224,446
1410100010984,3770,908,2528,334,223,479,418,905
1410100010999,5209,1279,3595,335,276,719,673,1199
1410100011003,4053,1003,2696,333,241,441,449,931
1410100011018,2426,535,1621,270,130,299,309,586
1410100011022,2939,724,1998,217,156,350,494,782
1410100011037,4671,1052,3336,283,240,566,737,1311
1410100011041,2115,469,1468,178,98,312,348,476
1410100011056,3521,831,2429,261,192,450,497,859
1410100011075,6428,1545,4586,297,295,768,671,1573
141010001108A,5917,1374,4146,397,258,662,782,1486
1410100011094,2721,770,1846,105,198,371,342,565
1410100011107,4487,875,3435,177,211,674,885,1308
1410100011126,1865,514,1231,120,92,253,237,430
1410100011130,3241,986,2079,176,179,429,325,758
1410100011145,527,171,333,21,32,58,48,75
141010001115A,1165,353,778,34,92,144,165,250
1410100011164,3374,779,2431,164,165,512,610,868
1410100011179,1188,259,906,23,74,206,206,279
1410100011183,79,16,52,11,*,8,16,11
1410100011198,35,9,23,3,3,*,3,7
1410100011200,1850,478,1304,68,118,209,431,548
1410100011215,190,43,130,17,9,29,24,26
1410100011268,5497,1678,3613,206,320,705,778,1235
1410100011272,1859,589,1195,75,139,229,226,390
1410100011287,684,212,446,26,53,102,87,116
1410100011291,9,*,*,*,*,*,*,*
1410100011304,3695,989,2414,292,207,420,333,811
1410100011319,2875,738,1847,290,161,284,262,630
1410100011323,3112,647,2166,299,163,349,396,825
1410100011338,1984,442,1348,194,98,210,299,565
1410100011357,2388,522,1780,86,112,339,253,611
1410100011361,3867,912,2764,191,203,540,535,961
1410100011376,664,179,463,22,26,95,78,196
1410100011395,4192,863,3196,133,220,666,683,1126
1410100011408,3218,688,2397,133,171,433,514,874
1410100011412,2130,505,1524,101,119,268,333,556
1410100011427,1635,440,1138,57,92,239,160,421
1410100011431,3697,775,2811,109,235,612,610,956
1410100011446,3010,788,2008,214,177,368,349,711
141010001147A,4908,1267,3342,299,286,686,571,1137
1410100011484,5706,1559,3818,323,357,713,692,1093
1410100011499,330,97,223,10,11,43,36,86
1410100011501,217,50,155,12,16,30,26,51
1410100011516,1282,391,832,59,81,155,155,309
1410100011554,7411,2156,5002,253,446,858,1442,1944
1410100011569,2346,714,1539,93,160,335,208,544
1410100011573,3204,938,2094,172,190,426,390,816
1410100011588,1147,360,736,51,73,163,122,293
1410100011592,7352,2361,4741,236,383,794,1015,1361
1410100011605,2504,597,1789,117,96,295,499,703
141010001161A,4496,1125,3052,299,208,538,656,1077
1410100011624,3933,1019,2626,287,183,543,476,923
1410100011639,3465,920,2395,150,218,474,560,845
1410100011643,1014,256,725,33,63,156,150,237
1410100011658,172,53,113,6,10,23,21,25
1410100011728,144,55,86,3,20,20,14,21
1410100011732,188,44,130,14,17,27,23,49
1410100011747,551,167,354,30,38,67,69,90
1410100011751,994,323,634,37,58,138,89,208
1410100011766,4428,1196,2989,243,281,614,552,1049
1410100011770,2661,756,1775,123,165,403,277,564
141010001179A,2931,714,2052,165,176,372,643,807
1410100011817,323,70,241,12,11,49,60,53
1410100011821,279,74,197,8,21,42,54,71
1410100011836,116,25,83,8,5,18,15,25
1410100011874,22,11,10,*,0,*,3,5
1410100011889,15,5,10,0,*,*,*,*
1410100011906,416,113,298,5,26,77,73,104
1410100011982,3536,1012,2388,136,224,513,493,817
1410100011997,4534,1158,3180,196,295,635,781,1052
1410100012001,5327,1233,3696,398,289,660,797,1167
1410100012016,3983,1114,2736,133,230,569,482,867
1410100012020,5267,1137,3957,173,271,762,754,1472
1410100012035,1891,459,1374,58,81,280,200,483
141010001204A,1565,393,1107,65,71,203,217,450
1410100012054,3082,674,2284,121,169,490,483,753
1410100012069,2806,837,1820,147,154,369,255,597
1410100012073,4483,1350,3002,131,310,600,558,1053
1410100012088,694,230,453,11,47,105,78,154
1410100012251,267,68,178,21,11,36,36,80
1410100012266,123,36,82,5,7,10,30,36
1410100012270,14,5,8,*,*,*,0,3
1410100012425,755,45,86,4,8,13,16,35
1410100012459,18,9,9,0,0,3,*,4
1410100012478,712,230,457,25,36,87,86,154
1410100012482,56,16,39,*,4,8,4,9
1410100012497,992,305,672,15,50,104,172,270
141010001250A,1141,100,211,15,25,36,21,84
1410100012514,29,3,*,0,0,0,0,*
1410100012529,50,11,6,*,*,*,0,5
1410100012533,65,18,44,3,5,8,5,15
1410100012548,29,9,20,0,0,6,4,5
1410100012590,50,14,31,5,3,7,6,14
1410100012603,2071,287,637,13,45,84,183,302
1410100090000,64886,19259,43686,1921,3664,7618,11286,16205
1410100091450,4330,1300,2757,273,264,533,482,996
1410100091465,4615,1236,3186,193,336,655,617,1053
1410100091520,811,255,526,30,34,64,204,196
1410100091535,635,159,445,31,30,87,108,154
1410100091662,383,104,257,22,33,49,38,105
1410100091677,5766,1644,3929,193,322,694,947,1383
1410100091681,1960,544,1315,101,112,321,221,443
1410100091696,818,230,548,40,58,80,149,198
1410100091713,297,86,204,7,17,38,45,75
1410100091802,5402,1467,3811,124,366,744,924,1210
1410100091840,179,54,122,3,9,20,27,45
1410100091855,75,32,43,0,4,11,3,12
1410100091893,100,24,75,*,9,15,14,20
1410100091910,3618,1146,2421,51,167,455,494,905
1410100091925,446,137,302,7,32,62,85,87
141010009193A,377,89,274,14,37,58,72,76
1410100091944,100,30,66,4,7,10,18,23
1410100092092,2003,541,1402,60,116,238,490,504
1410100092105,1693,557,1109,27,115,193,275,409
141010009211A,1398,361,999,38,80,157,368,355
1410100092124,1296,417,854,25,79,131,201,324
1410100092139,1480,431,1020,29,87,164,334,430
1410100092143,1965,619,1296,50,103,184,436,504
1410100092158,995,279,681,32,33,137,158,285
1410100092162,932,305,609,18,62,79,131,245
1410100092177,824,267,543,14,43,103,139,126
1410100092181,904,295,590,18,50,108,152,236
1410100092196,1009,306,683,20,55,114,163,285
1410100092209,3239,981,2167,75,189,301,748,897
1410100092213,2209,600,1531,78,109,210,585,674
1410100092228,2699,707,1880,112,147,350,672,694
1410100092232,204,55,139,10,12,27,44,50
1410100092247,414,151,251,12,20,58,46,73
141010009229A,1471,468,970,33,88,124,242,412
1410100092302,387,111,265,11,31,49,66,84
1410100092393,507,185,311,11,29,26,92,112
1410100092406,979,355,611,13,41,76,164,254
1410100092410,3299,1113,2124,62,137,314,504,934
141010009243A,0,0,0,0,0,0,0,0
1410100092444,277,97,171,9,8,21,45,75
1410100092586,3831,1226,2546,59,163,485,531,967
1410100092618,43,15,26,*,3,4,6,13
1410100092622,916,280,627,9,27,69,246,282
1410100220000,8585,2947,5424,214,447,802,1320,2281
1410100220024,2675,923,1683,69,156,230,429,670
1410100220081,2168,733,1369,66,134,207,350,577
1410100220096,627,186,424,17,19,59,117,202
1410100220113,3115,1105,1948,62,138,306,424,832
1410100260000,6050,1501,3918,628,302,705,890,1527
1410100260683,2047,517,1317,213,102,238,266,532
1410100260698,1875,376,1231,265,75,231,268,479
141010026122A,24,8,16,0,4,*,4,4
1410100261234,6,0,6,0,0,0,3,3
1410100261249,57,18,35,4,*,*,11,12
141010026154A,24,7,17,0,6,*,3,5
1410100261709,1619,467,1042,110,91,193,252,393
1410100261785,40,10,24,6,*,3,5,11
141010026186A,343,97,219,27,20,31,76,83
1410100262285,15,*,11,3,0,3,*,5
1410100270000,6341,1925,4161,255,400,764,963,1581
1410100272336,2437,732,1580,125,154,290,360,563
1410100272340,1888,570,1280,38,141,247,314,483
1410100272355,1148,346,736,66,67,155,134,294
141010027236A,868,277,565,26,38,72,155,241
1410100310000,8049,2833,4994,222,411,789,1011,1801
1410100312317,7085,2553,4395,137,350,680,869,1557
1410100312321,964,280,599,85,61,109,142,244
1410100340000,8405,2805,5495,105,282,612,2125,2186
1410100340274,1841,624,1183,34,77,140,414,260
1410100341978,1500,478,1008,14,41,107,414,474
1410100342463,1707,559,1131,17,52,116,450,504
1410100342637,1970,656,1288,26,71,165,494,532
1410100342641,1387,488,885,14,41,84,353,416
1410100380000,5618,1980,3525,111,298,490,890,1450
1410100380128,2244,828,1384,32,119,191,330,574
1410100380132,2815,972,1799,42,139,237,497,737
1410100380166,559,180,342,37,40,62,63,139
1410101890000,3280,979,2214,87,206,350,679,919
1410101892656,1869,573,1256,40,120,202,397,524
1410101892660,1264,374,858,32,75,133,249,350
1410101892675,147,32,100,15,11,15,33,45
1410101900000,3192,947,2157,88,232,422,449,902
1410101902374,3192,947,2157,88,232,422,449,902
1410101930000,3228,1056,2100,72,187,334,622,858
141010193268A,686,213,463,10,40,81,127,175
1410101932694,1922,647,1239,36,108,182,380,520
1410101932707,491,149,321,21,31,54,98,129
1410101932711,129,47,77,5,8,17,17,34
1412000000000,1476491,328031,998273,113576,68397,179405,275505,371292
1412000010000,1257547,264451,859094,105617,57542,155136,241837,316511
1412000010212,7602,1754,5181,667,329,983,1435,1737
1412000010227,8067,1863,5281,923,441,1054,838,1724
1412000010231,10105,2195,6667,1242,501,1232,1132,2520
1412000010246,4489,973,3009,507,195,516,569,1140
1412000010265,2514,365,1776,373,96,289,449,803
141200001027A,2972,473,2065,434,124,335,484,784
1412000010354,4977,941,3420,616,206,558,814,1380
1412000010369,4739,929,3246,564,183,553,752,1340
1412000010373,3328,663,2302,363,151,375,603,940
1412000010392,3591,571,2411,609,138,392,623,930
1412000010405,1682,247,1133,302,59,227,272,427
1412000010547,2887,304,1965,618,87,288,967,1044
1412000010602,10105,3040,6556,501,625,1308,492,1918
1412000010617,17959,5306,11852,801,1014,2517,1194,3675
1412000010636,1475,182,1047,246,48,139,483,502
1412000010640,3688,393,2498,797,79,344,1185,1200
1412000010655,1929,228,1308,392,56,218,611,644
141200001066A,2999,329,2072,598,90,288,977,786
1412000010689,2343,222,1667,451,50,226,755,810
1412000010706,4412,471,3084,855,109,434,1364,1443
1412000010710,5180,652,3541,987,176,570,1325,1608
1412000010814,4052,787,2695,569,148,448,921,1111
1412000010890,4697,1065,3317,315,229,570,885,1310
1412000010918,4313,764,2890,656,164,477,997,1232
1412000010937,7260,1687,5052,520,362,943,1266,1927
1412000010975,1797,342,1350,105,89,217,550,558
141200001098A,2012,391,1511,110,102,311,537,607
1412000010994,3500,675,2491,334,146,505,756,894
1412000011009,663,123,487,53,29,97,156,186
1412000011032,8289,1904,5424,959,402,997,977,2120
1412000011121,3124,439,2193,490,83,395,946,930
1412000011155,4440,553,3083,804,152,585,1279,1002
141200001116A,6272,795,4660,817,185,1003,2128,1579
1412000011189,3922,603,2871,441,105,423,1268,919
1412000011193,8743,1909,6294,537,444,1103,1956,2242
1412000011206,6703,1272,4860,567,287,943,1787,1658
1412000011210,5366,860,3982,524,218,679,1277,1563
1412000011225,3374,311,2419,642,109,348,1061,997
1412000011278,2742,330,1974,438,73,286,942,883
1412000011282,3575,408,2609,552,78,355,1227,1273
1412000011297,3329,412,2444,473,101,298,1086,1174
1412000011418,4229,744,2912,571,149,374,788,1139
1412000011441,7456,1869,5266,320,420,924,1597,2084
1412000011460,4163,1094,2761,305,169,457,696,1054
1412000011526,3516,990,2354,172,217,457,448,755
1412000011579,5824,1285,4210,329,230,833,801,1821
1412000011634,1988,467,1318,203,120,223,231,475
1412000011649,2723,626,1836,261,159,350,339,658
1412000011653,2596,587,1769,240,140,323,371,646
1412000011687,4894,1237,3321,320,252,651,622,960
1412000011691,3369,770,2367,232,197,411,508,735
1412000011723,2311,584,1529,198,117,271,305,521
1412000011742,4629,1241,3096,290,228,592,520,1060
1412000011757,1982,437,1382,163,105,256,288,467
1412000011795,5426,983,3556,887,234,642,756,1107
1412000011808,3599,736,2296,567,183,409,448,986
1412000011812,3082,543,1931,608,152,349,383,788
1412000011846,2256,522,1574,160,78,248,295,633
1412000011850,3966,650,2955,359,139,436,969,1149
1412000011865,2424,447,1808,168,91,303,418,720
141200001187A,3215,728,2240,247,141,367,348,876
1412000011884,3286,893,2215,177,181,468,351,662
1412000011899,4473,1080,3145,247,254,593,695,986
1412000011901,3088,749,2105,234,162,380,373,684
1412000011920,4685,726,3598,360,152,543,1360,1546
1412000011935,5082,895,3674,513,159,580,992,1202
141200001194A,4456,845,3289,322,158,471,960,1557
1412000012064,17,4,13,0,*,3,5,*
1412000012115,5380,1602,3493,277,343,755,633,474
141200001212A,2632,713,1758,160,158,371,207,553
1412000012134,3036,890,1990,153,184,387,354,531
1412000012172,2351,225,552,43,46,117,56,190
1412000012204,7382,1321,5680,380,372,1107,1794,2231
1412000012219,3156,887,2065,199,178,373,279,593
1412000012223,2259,168,443,32,43,104,66,161
1412000012238,1902,237,1360,305,69,284,525,465
1412000012242,3010,317,2278,415,74,279,989,1245
1412000012257,4584,1123,3161,300,247,587,526,1096
1412000012261,5699,1181,4188,330,246,758,1162,1685
1412000012276,1864,349,1273,242,79,226,309,530
1412000012280,5692,1111,3989,592,228,728,1171,1720
1412000012295,4739,1285,3261,193,265,681,517,1099
1412000012308,3635,821,2610,203,196,527,456,887
1412000012312,3627,955,2481,191,206,561,394,773
1412000012327,3306,764,2323,219,162,447,465,840
1412000012331,3703,866,2441,377,195,458,515,977
1412000012346,2929,621,2013,295,128,368,339,732
1412000012350,3928,453,2839,636,108,397,1403,1119
1412000012365,3294,415,2299,580,84,352,1042,1098
141200001237A,3901,1041,2622,238,219,498,475,904
1412000012384,2625,576,1861,185,128,340,409,619
1412000012399,4322,1040,2892,390,218,554,490,1012
1412000012401,5405,1475,3484,446,301,660,512,1221
1412000012416,1234,129,864,241,37,140,380,383
1412000012420,3116,295,2402,419,62,407,996,793
1412000012435,5424,1127,3726,568,246,640,874,1465
141200001244A,4346,809,2951,585,129,417,1088,1360
1412000012454,3821,1064,2580,177,218,501,471,856
1412000012469,2304,662,1533,108,147,356,262,508
1412000012473,8383,1655,5959,765,381,992,2256,1871
1412000012488,1571,337,1108,126,81,212,206,384
1412000012492,2000,217,1414,368,62,208,584,535
1412000012505,2308,278,1596,434,82,248,680,628
141200001251A,3753,970,2517,264,178,542,456,831
1412000012524,2549,609,1725,215,114,342,327,576
1412000012539,2139,510,1426,203,93,224,358,485
1412000012543,2412,575,1655,179,123,322,319,560
1412000012558,2492,633,1614,245,118,250,301,586
1412000012562,3080,778,2050,252,175,370,331,635
1412000012596,2939,406,2274,259,109,375,825,797
1412000012609,4314,804,3016,485,154,461,905,1393
1412000012613,3124,554,2200,370,115,371,667,1046
1412000012628,3316,699,2119,498,149,407,457,922
1412000012632,5152,1108,3431,613,252,636,659,1309
1412000012647,2767,513,1739,515,113,312,318,780
1412000012651,3154,613,2030,511,152,399,320,786
1412000012666,4346,1006,2824,504,255,543,523,1046
1412000012670,3181,612,2158,411,89,365,481,957
1412000012685,5105,993,3622,490,233,717,863,1006
141200001269A,946,191,687,68,47,101,149,265
1412000012702,1312,273,913,126,72,145,235,248
1412000012717,2838,314,1956,565,76,286,800,798
1412000012721,3538,470,2512,556,117,372,1061,1190
1412000012755,4420,1168,2940,309,214,552,438,871
1412000012774,4768,1525,3017,215,292,653,407,867
1412000012789,3800,1077,2115,162,193,426,280,717
1412000012793,3592,1045,2397,144,231,487,384,772
1412000012806,1816,169,358,31,35,71,65,133
1412000012810,3038,409,847,65,74,171,151,324
1412000012825,4435,849,1860,117,156,420,244,677
141200001283A,2148,661,1393,94,148,280,203,419
1412000012844,2869,753,1567,122,128,317,197,546
1412000012863,1262,292,922,48,61,183,228,338
1412000012882,3413,446,2385,582,144,372,882,726
1412000012897,4684,728,3488,468,184,515,1172,1358
