origin_zone,dest_zone,dist_km,observed_flow,modeled_flow_beta20,modeled_flow_calibrated
06A,06B,3.14,47555.00,7357.21,3799.75
06B,06A,3.95,47489.00,91703.46,56873.42
65B,68B,4.93,40002.00,16629.82,12322.81
24B,21A,4.01,39445.00,55290.83,34709.20
21A,24B,3.81,39401.00,23725.64,14287.93
68B,44,3.07,38763.00,19401.70,9844.53
70A,70B,3.60,38558.00,77885.41,44877.36
44,68B,3.41,38433.00,27887.26,15388.56
68B,65B,4.68,38344.00,12061.04,8568.44
70B,70A,3.60,37857.00,56235.69,32427.36
70B,05,3.66,37288.00,22369.39,13052.34
07,18,4.09,36889.00,25727.58,16423.59
05,70B,5.23,36195.00,86189.33,66961.02
18,07,4.94,35779.00,34710.67,25765.94
68A,68B,4.74,34678.00,22535.43,16188.67
68B,68A,4.83,34173.00,10695.65,7795.26
70B,68A,3.79,29621.00,19889.36,11932.39
68A,70B,4.76,28477.00,60695.24,43705.09
07,08,3.58,27784.00,24728.54,14173.40
68B,70B,7.15,27584.00,32775.83,32692.34
09,70A,4.70,27197.00,46319.19,33029.54
08,07,4.34,27088.00,61110.96,40909.03
70B,68B,6.26,27013.00,18062.90,16190.66
70B,08,7.60,26301.00,4388.06,4595.65
05,09,4.47,25791.00,21702.51,14865.50
08,09,3.83,25764.00,33195.33,20105.08
70A,05,4.34,25742.00,8379.62,5603.98
09,08,3.62,25506.00,27095.15,15684.28
70A,09,3.40,25497.00,16053.40,8834.81
70B,09,4.90,25141.00,14660.06,10808.44
05,70A,5.49,24458.00,29834.42,24089.22
09,05,4.63,24154.00,19540.84,13772.39
09,70B,6.77,23942.00,58594.79,55928.77
08,70B,9.25,23566.00,31020.32,37999.42
39F,21A,18.85,23329.00,893.39,1933.70
70B,69A,3.89,20830.00,87507.53,53644.12
69A,70B,3.48,20290.00,53307.64,29892.15
24B,23,2.98,20181.00,3727.69,1844.83
06B,43,4.35,19763.00,40819.81,27368.12
23,24B,4.17,19677.00,15746.78,10193.70
43,06B,4.03,19566.00,16990.84,10722.83
68B,61,7.23,18833.00,1777.53,1789.31
08,42,4.67,18828.00,15125.13,10736.20
07,70B,7.64,18682.00,40953.46,43061.83
41,42,4.39,18514.00,7791.31,5258.06
42,08,5.03,18256.00,6949.47,5233.18
61,68B,9.78,18166.00,4881.96,6255.40
42,41,4.33,18153.00,4487.81,2999.49
16,68A,3.52,18109.00,13744.08,7774.29
68A,16,3.04,18041.00,4275.46,2148.93
30F,30,3.80,17507.00,1615.56,972.17
69B,21A,4.09,17487.00,13494.56,8603.78
70B,07,6.65,17444.00,18821.76,17714.50
70A,07,3.83,17361.00,29924.45,18111.81
07,70A,4.75,17198.00,40344.02,29022.45
21A,69B,4.11,17155.00,12987.70,8322.51
70B,06B,8.41,17153.00,4272.37,4849.97
30,30F,4.05,16937.00,9461.28,5986.43
70B,43,11.59,16668.00,4191.28,6148.22
43,70B,9.27,16398.00,20410.75,25053.54
21A,21B,4.29,16145.00,21208.37,14062.59
70B,18,10.74,16122.00,2996.99,4136.43
70B,24B,10.55,15902.00,7493.00,10198.58
21B,70B,4.77,15785.00,46939.26,33883.11
18,70B,11.53,15616.00,14681.92,21451.66
21B,21A,4.18,15602.00,23114.87,15012.38
21B,43,4.38,15451.00,16331.30,11015.84
70B,21B,5.34,15339.00,33211.34,26242.38
21A,70B,7.11,14954.00,15599.34,15490.41
43,21B,5.02,14948.00,34413.97,25880.82
06B,70B,8.38,14940.00,37502.80,42452.31
24B,70B,9.81,14925.00,24435.63,31365.98
07,42,5.04,14788.00,11709.81,8831.53
24B,43,4.80,14637.00,29969.64,21723.26
08,41,4.20,14614.00,9554.87,6222.57
43,24B,5.27,14472.00,27484.94,21480.16
21B,24B,5.17,14420.00,17401.62,13394.03
24B,21B,5.85,14355.00,34018.83,28882.88
09,07,5.01,14258.00,46435.78,34857.60
42,07,6.84,14212.00,12339.14,11880.25
41,08,4.95,14143.00,6508.71,4836.28
07,09,4.73,14070.00,19593.02,14052.96
21B,06B,4.06,14054.00,10251.31,6495.61
06B,21B,5.52,14054.00,42708.22,34650.83
21A,69A,4.73,13994.00,24380.74,17473.03
38,43,10.88,13877.00,6003.77,8375.48
70B,21A,7.74,13846.00,12092.65,12848.03
43,38,8.46,13576.00,1465.24,1670.91
38,70B,18.84,13424.00,6819.60,14756.13
69A,21A,4.69,13379.00,11088.69,7895.45
69A,68B,4.58,13095.00,11345.85,7928.33
08,70A,6.54,12780.00,23645.53,21956.39
05,68B,8.89,12775.00,11026.62,13084.57
37F,38,4.20,12743.00,3356.93,2186.30
70A,08,5.26,12710.00,4829.76,3768.03
68B,69A,5.50,12684.00,38292.56,30966.62
65B,61,5.51,12650.00,2002.79,1621.69
69A,69B,4.38,12631.00,9367.43,6312.97
68A,01,3.20,12258.00,2270.13,1189.75
38,37F,5.45,12242.00,3744.51,3004.13
01,68A,3.55,12184.00,7091.17,4043.84
61,65B,7.46,12132.00,3582.31,3695.48
65A,24B,4.63,12088.00,3737.76,2634.85
69B,69A,4.58,12069.00,19640.41,13718.07
18,42,4.66,12045.00,11200.83,7929.19
42,18,5.60,11890.00,7650.35,6273.11
24B,25,3.94,11817.00,3322.78,2056.47
68B,09,11.85,11620.00,2194.75,3277.43
68B,05,9.13,11616.00,3140.80,3808.33
24B,65A,6.19,11453.00,12054.44,10709.50
25,24B,4.56,11371.00,10037.62,6985.22
24B,68B,11.09,11351.00,7046.68,9983.03
06A,21B,3.74,11191.00,16282.47,9672.19
68B,69B,4.91,10943.00,19340.40,14285.45
68B,24B,11.13,10922.00,5889.40,8367.17
68B,43,13.86,10874.00,2562.20,4337.84
42,70B,13.64,10771.00,7151.52,11949.48
43,22,5.00,10719.00,6949.21,5209.01
09,68B,12.36,10589.00,6485.47,10018.77
70B,42,13.63,10574.00,1284.35,2145.34
68A,05,4.39,10567.00,11150.76,7524.62
21B,06A,3.68,10551.00,42836.52,25122.61
69B,68B,4.81,10517.00,9511.90,6907.92
37F,35,4.07,10504.00,6286.13,3997.63
05,68A,4.63,10497.00,16372.18,11538.55
43,68B,13.21,10472.00,3711.52,6045.95
70A,06B,6.84,10470.00,3406.10,3276.69
61,15,3.48,10382.00,1229.79,689.49
15,61,3.64,10315.00,1209.69,702.37
57,43,2.92,10264.00,8481.06,4130.17
43,57,2.80,10230.00,8608.12,4055.21
22,43,4.41,10155.00,5267.79,3566.33
37F,34,3.89,9942.00,11890.67,7282.24
35,37F,3.98,9919.00,1975.23,1234.18
68B,16,4.98,9853.00,1933.69,1445.18
06B,70A,7.15,9822.00,19648.64,19586.05
20,18,4.72,9821.00,3862.12,2765.39
46F,61,7.02,9684.00,640.36,629.39
61,46F,4.99,9650.00,418.96,313.44
34,37F,3.69,9532.00,2769.65,1627.50
38,06B,11.07,9486.00,3113.80,4404.10
18,20,3.84,9400.00,1936.95,1174.05
16,68B,5.58,9332.00,13554.72,11083.86
70B,16,4.73,9292.00,2454.20,1758.92
70B,65B,10.82,9284.00,2578.22,3580.08
06B,38,8.49,9278.00,2183.48,2496.81
01,16,2.61,9219.00,2524.05,1125.83
16,01,2.58,9180.00,2902.20,1280.81
52,60,5.87,9026.00,808.74,688.95
60,52,5.81,8852.00,1418.88,1198.04
69B,70B,7.30,8754.00,11191.57,11344.49
34,38,4.97,8691.00,1983.32,1479.67
70B,69B,7.45,8670.00,9597.88,9895.43
16,70B,7.81,8666.00,18742.27,20054.41
06B,07,6.17,8423.00,30042.12,26629.83
38,34,6.87,8419.00,9306.70,8987.02
65B,70B,10.95,8394.00,9138.27,12813.91
68A,44,4.64,8309.00,6967.17,4916.82
44,68A,5.08,8228.00,5067.49,3846.01
39F,38,4.73,8186.00,2244.96,1607.60
38,39F,4.64,8152.00,2164.24,1526.48
06A,07,4.04,8080.00,12223.48,7729.29
69B,65B,4.73,8069.00,4191.19,3004.78
24A,24B,5.11,8041.00,4214.18,3211.37
02F,54,7.31,8007.00,58.08,58.98
08,68B,15.24,8004.00,4213.95,7697.57
07,06B,6.36,7943.00,9308.13,8455.33
68B,21A,8.07,7904.00,9743.52,10699.05
54,02F,9.19,7817.00,154.72,188.60
65B,69B,5.28,7770.00,10945.45,8563.99
65A,21A,4.32,7749.00,3729.26,2487.08
25,23,1.93,7733.00,1802.90,631.91
44,70B,8.90,7723.00,11087.87,13177.01
23,25,1.68,7626.00,4885.30,1529.03
24B,24A,4.54,7606.00,5008.83,3473.57
07,06A,5.47,7547.00,43352.44,34902.46
34,06B,4.51,7499.00,6361.15,4390.28
70B,44,8.81,7437.00,2693.96,3174.76
17,38,9.28,7423.00,132.41,162.57
06B,34,4.27,7267.00,26245.03,17315.89
17,11F,2.38,7199.00,789.93,326.78
69A,24B,7.39,7169.00,5147.16,5269.67
26,68B,5.05,7156.00,4612.84,3481.68
11F,17,3.15,7153.00,3104.16,1608.78
70A,18,7.42,7140.00,3304.60,3395.17
18,70A,8.71,7076.00,9795.97,11442.70
06A,70B,5.02,7075.00,18225.24,13708.11
21A,65A,4.99,7054.00,6218.19,4653.85
68B,26,4.38,7051.00,2843.78,1915.45
70B,06A,5.58,7030.00,33404.43,27321.72
61,26,5.03,6877.00,1625.19,1223.61
24B,69A,7.71,6867.00,27296.92,28921.43
68B,06B,13.19,6862.00,1520.13,2472.72
26,61,3.94,6813.00,1137.82,704.59
41,70B,13.74,6808.00,6379.72,10725.20
61,63F,9.46,6780.00,4.22,5.27
63F,61,9.41,6772.00,12.34,15.33
34,43,5.30,6769.00,8580.43,6737.71
43,34,5.31,6768.00,11280.43,8869.08
68B,08,15.91,6764.00,876.41,1656.76
07,05,8.12,6749.00,5666.55,6253.80
05,08,6.95,6701.00,6458.86,6298.95
43,30,8.56,6699.00,1149.47,1324.22
08,18,6.34,6695.00,11907.38,10783.00
05,07,8.01,6694.00,15993.77,17459.79
21A,68B,7.77,6682.00,4820.55,5139.15
08,05,7.55,6515.00,7260.96,7566.12
21A,43,6.05,6500.00,6340.38,5528.76
43,06A,5.82,6459.00,28103.90,23777.71
69B,24B,6.73,6444.00,5736.99,5447.40
06A,43,6.11,6356.00,3620.76,3183.76
70B,41,11.06,6345.00,993.92,1404.50
18,32,4.25,6337.00,7471.30,4914.30
18,06B,6.78,6331.00,6699.43,6399.99
32,18,4.02,6245.00,2883.46,1815.75
38,17,9.68,6229.00,1557.57,1978.38
22,24B,5.56,6216.00,4900.67,3997.02
70B,34,13.65,6214.00,1865.80,3119.73
68B,46F,9.59,6196.00,150.44,189.64
26,65B,4.35,6135.00,2653.01,1777.05
65B,26,3.84,6131.00,2417.13,1465.80
18,08,6.14,6110.00,6842.14,6043.89
46F,68B,13.08,6052.00,1227.00,1983.42
34,70B,12.03,6008.00,5676.55,8581.54
24B,69B,7.03,6000.00,13231.62,13016.81
65B,05,13.41,5996.00,951.91,1569.38
24B,22,5.61,5989.00,7397.73,6077.61
06B,68B,13.77,5968.00,5124.78,8630.17
07,38,13.70,5953.00,760.60,1275.64
69A,21B,4.00,5903.00,19983.96,12523.43
43,21A,6.69,5892.00,14831.22,14020.14
24B,68A,12.75,5830.00,2152.99,3408.23
68A,24B,12.86,5829.00,3619.87,5769.86
68A,43,14.18,5817.00,2005.90,3458.83
70B,61,13.64,5775.00,571.11,954.77
70A,68B,9.17,5732.00,4429.25,5390.31
21B,07,7.05,5716.00,9342.52,9214.37
43,68A,13.33,5713.00,1470.45,2412.48
16,44,3.72,5698.00,9019.46,5333.12
70A,69A,6.12,5683.00,18643.05,16413.99
30,43,9.57,5682.00,3154.30,3970.55
44,16,3.45,5657.00,2115.10,1178.15
05,65B,13.77,5642.00,1960.98,3301.48
05,06A,9.29,5630.00,14856.20,18257.45
61,70B,16.69,5624.00,4544.88,8925.90
07,21B,8.58,5597.00,16071.86,18543.57
06B,18,5.97,5588.00,13295.71,11485.30
21B,69A,4.12,5524.00,43454.30,27910.58
68B,70A,9.92,5512.00,6488.54,8409.84
38,70A,17.54,5502.00,3001.06,6131.24
69B,65A,4.60,5456.00,5523.86,3874.65
69A,68A,4.25,5445.00,5324.23,3501.95
65A,69B,4.68,5439.00,2343.75,1665.12
70A,68A,6.31,5437.00,3769.40,3403.42
24B,30,9.46,5426.00,1260.53,1572.80
06A,18,5.30,5412.00,2958.60,2320.59
09,41,6.11,5393.00,4561.18,4011.18
65B,21A,8.42,5347.00,5840.16,6638.93
18,06A,7.91,5330.00,16944.25,18312.31
20,42,4.42,5301.00,3044.12,2067.62
41,40,4.31,5280.00,740.03,492.30
09,21B,10.20,5280.00,12776.08,16925.21
21A,65B,7.61,5279.00,2143.48,2247.65
68A,70A,6.96,5274.00,10824.47,10559.86
42,20,4.32,5254.00,1040.00,693.37
68A,69A,5.49,5231.00,31482.65,25427.92
70B,01,4.90,5218.00,1346.54,993.18
68A,65B,9.44,5172.00,2426.28,3022.28
13,20,2.89,5146.00,432.49,208.99
37F,32,4.56,5143.00,3293.99,2291.69
06A,05,9.45,5143.00,805.59,1003.60
30,24B,11.39,5142.00,3301.88,4776.57
21B,09,9.14,5140.00,2351.16,2853.58
65B,68A,9.09,5138.00,1973.24,2384.63
69A,70A,5.88,5138.00,7130.10,6076.96
44,65B,6.14,5106.00,3669.52,3240.56
24B,06B,8.03,5097.00,5741.58,6282.92
40,42,7.33,5085.00,527.93,536.88
68B,07,13.38,5050.00,4069.04,6697.09
41,09,7.46,5011.00,3982.30,4106.01
32,35,3.36,4982.00,2421.56,1319.09
20,13,2.91,4968.00,1015.61,492.95
70B,35,15.20,4945.00,873.38,1591.99
01,70B,7.28,4932.00,11362.11,11491.60
32,37F,3.87,4906.00,794.49,484.73
57,30,7.02,4904.00,239.60,235.49
02F,35,9.12,4873.00,653.53,791.60
38,07,15.55,4857.00,4352.63,8076.30
38,06A,13.92,4830.00,6784.75,11522.88
35,32,3.72,4825.00,3409.57,2017.25
40,41,3.52,4820.00,1164.23,659.00
21B,38,10.57,4805.00,571.79,779.25
35,29F,2.70,4796.00,1580.11,722.77
30,57,7.60,4776.00,654.53,685.27
29F,35,3.19,4773.00,1754.33,918.29
06B,24B,8.32,4771.00,16571.82,18646.57
35,70B,15.57,4763.00,2817.14,5234.87
21A,06B,7.02,4759.00,2521.17,2478.68
68B,21B,9.10,4732.00,10030.28,12125.84
37F,70B,14.95,4705.00,4429.70,7966.66
24B,30F,9.86,4684.00,3811.38,4912.86
42,40,7.27,4684.00,286.89,290.00
35,02F,6.96,4670.00,686.70,670.00
24B,65B,10.21,4660.00,3548.28,4704.55
70B,30,19.78,4647.00,235.31,529.40
30F,24B,10.68,4626.00,1855.23,2549.16
06A,34,6.95,4577.00,1730.21,1685.71
70A,41,9.54,4545.00,703.05,883.14
70A,06A,4.27,4494.00,30066.97,19853.39
38,21B,15.05,4456.00,5290.58,9565.86
22,30F,5.51,4440.00,1806.17,1462.75
65B,24B,10.89,4440.00,4021.68,5614.63
65B,44,5.28,4410.00,4285.54,3355.22
14F,65B,9.69,4404.00,180.89,230.05
40,08,4.12,4400.00,1771.67,1137.77
06A,70A,3.97,4399.00,11147.84,6940.46
34,06A,7.33,4390.00,8290.72,8437.85
65B,14F,9.89,4372.00,336.06,434.21
41,70A,11.14,4359.00,3702.77,5261.80
30,70B,18.83,4348.00,2775.27,6001.06
08,40,4.16,4338.00,1752.96,1132.77
43,39F,11.31,4328.00,263.67,379.37
65B,70A,13.62,4306.00,2252.52,3759.87
07,68B,14.01,4304.00,4497.62,7677.79
30F,22,6.27,4296.00,1224.04,1099.38
21B,68B,8.96,4261.00,4920.95,5875.10
43,70A,9.15,4252.00,7983.38,9698.85
70A,42,10.82,4206.00,1073.29,1490.95
43,18,9.79,4201.00,3303.19,4233.37
39F,30,6.48,4172.00,961.76,886.11
68A,08,10.97,4169.00,1511.64,2122.37
39F,43,12.99,4163.00,1460.55,2347.73
08,06A,8.70,4135.00,19035.27,22202.35
42,70A,10.73,4120.00,4403.45,6074.16
43,24A,5.78,4094.00,2303.65,1939.24
52,02F,4.19,4079.00,1641.61,1068.51
06B,21A,8.81,4078.00,12825.31,15111.93
24A,43,5.98,4072.00,2074.34,1792.96
35,52,7.76,4012.00,1048.26,1116.13
52,35,7.87,4009.00,1009.54,1086.89
41,05,10.79,3993.00,1614.82,2238.17
23,65A,5.23,3993.00,4507.01,3500.53
69B,21B,6.58,3977.00,6819.92,6362.06
21B,69B,6.60,3971.00,6836.22,6393.08
65A,23,3.78,3964.00,181.19,108.59
18,43,11.40,3948.00,4406.01,6381.86
02F,52,5.22,3935.00,1750.14,1356.80
05,69B,11.36,3900.00,5092.67,7351.64
69B,05,11.37,3900.00,720.04,1040.45
07,43,10.96,3897.00,5847.71,8202.81
38,30,8.02,3864.00,1806.38,1975.45
08,68A,11.68,3853.00,2894.60,4273.74
05,43,14.78,3852.00,3173.36,5654.28
38,68B,23.90,3850.00,1563.72,4092.75
30,39F,4.98,3846.00,761.88,569.05
34,30,8.19,3805.00,588.26,654.07
24A,30F,5.42,3765.00,1356.84,1083.67
05,41,9.59,3753.00,1626.47,2051.44
43,05,14.24,3720.00,1351.64,2337.92
30F,24A,6.64,3704.00,484.48,455.24
70A,43,11.04,3697.00,2430.62,3431.48
30,34,10.03,3674.00,1772.39,2316.99
22,30,4.67,3668.00,768.39,544.68
65A,68B,8.35,3659.00,976.52,1102.09
68B,18,17.63,3655.00,972.93,1996.02
43,07,9.10,3641.00,9206.22,11132.97
34,57,3.88,3631.00,2101.46,1284.48
01,68B,7.20,3593.00,4285.19,4296.76
18,21B,11.25,3588.00,7640.01,10942.37
68B,65A,8.36,3583.00,4711.65,5325.11
45,42,9.90,3576.00,299.33,387.10
68B,01,7.88,3561.00,455.94,491.52
42,45,8.27,3542.00,95.15,106.61
65B,46F,9.22,3538.00,106.24,129.84
49F,03,7.26,3524.00,23.99,24.22
57,34,3.90,3520.00,2935.36,1801.88
68A,69B,7.84,3514.00,6217.14,6676.00
30,38,6.55,3507.00,1369.17,1272.82
17,21A,21.08,3499.00,162.27,384.12
69B,68A,7.57,3488.00,1548.91,1616.48
69A,05,6.47,3487.00,2409.17,2217.81
07,21A,12.47,3474.00,5808.46,9038.19
21B,18,9.29,3461.00,2235.58,2747.54
06B,37F,5.77,3418.00,3632.58,3050.56
03,49F,7.50,3417.00,26.41,27.37
70B,57,13.69,3371.00,393.02,658.72
69A,09,7.69,3361.00,2005.80,2120.25
37F,43,8.98,3351.00,3609.16,4316.43
43,37F,7.66,3345.00,1372.50,1446.14
08,43,14.14,3333.00,3895.03,6700.94
09,21A,13.54,3330.00,5534.42,9197.05
18,68B,17.88,3323.00,2253.18,4675.54
21A,17,20.46,3312.00,113.63,262.59
15,68B,12.72,3309.00,657.31,1038.82
07,35,9.13,3295.00,3024.24,3665.30
06A,42,10.58,3286.00,511.80,698.21
46F,65B,12.66,3268.00,559.21,880.40
35,07,10.04,3268.00,2944.07,3851.98
68B,15,10.54,3263.00,177.53,241.42
21A,07,10.65,3261.00,3021.53,4144.37
17,39F,4.41,3257.00,188.42,127.70
09,69A,9.82,3254.00,19237.34,24728.01
06A,08,5.89,3254.00,1754.66,1498.79
07,41,7.01,3242.00,3082.60,3026.71
42,06A,11.72,3238.00,5259.20,7783.13
37F,06B,7.10,3224.00,3092.05,3067.67
61,44,8.27,3196.00,2019.11,2262.47
21B,05,11.48,3189.00,1267.95,1845.82
13,18,7.36,3187.00,823.51,840.10
21B,68A,9.41,3162.00,1796.84,2232.24
24A,22,3.09,3161.00,2628.79,1339.13
42,09,8.30,3147.00,3546.54,3984.60
05,69A,7.92,3141.00,25984.05,28128.58
44,61,7.12,3139.00,962.84,956.69
30,22,5.95,3134.00,2756.55,2372.54
06B,32,5.56,3128.00,5891.07,4802.78
38,18,13.25,3127.00,2484.13,4057.67
39F,17,5.11,3125.00,1933.67,1475.10
44,26,3.53,3120.00,2286.44,1298.10
09,42,7.78,3113.00,5518.44,5889.58
68A,21B,9.00,3083.00,8393.66,10063.29
21A,09,12.08,3081.00,993.81,1507.18
18,38,12.38,3073.00,759.92,1175.63
41,07,8.59,3072.00,7087.11,8186.64
70A,65B,13.62,3070.00,856.66,1430.34
18,13,6.54,3059.00,816.91,758.93
22,24A,2.52,3055.00,2403.02,1041.88
11F,38,8.64,3053.00,409.75,475.43
32,06B,5.28,3052.00,1465.27,1146.25
68B,06A,11.41,3027.00,6985.69,10125.26
06A,21A,7.38,3017.00,3193.38,3266.42
18,24B,15.29,3009.00,3633.42,6653.28
60,35,12.65,3000.00,340.78,536.31
08,21B,11.59,2976.00,9773.75,14342.98
06A,68B,10.69,2972.00,1485.61,2043.69
26,44,3.69,2970.00,2551.45,1499.33
05,01,4.37,2966.00,2083.59,1402.75
05,21B,10.08,2963.00,11499.69,15089.95
43,69B,10.15,2957.00,4741.71,6256.35
38,11F,9.28,2947.00,658.78,809.23
61,14F,9.40,2943.00,429.25,532.78
22,21B,8.80,2941.00,2223.29,2618.39
45,13,5.40,2915.00,144.51,115.21
13,45,5.13,2905.00,45.92,35.13
11F,39F,4.24,2884.00,548.32,359.92
38,12F,14.75,2877.00,521.36,927.72
12F,38,14.34,2877.00,59.81,104.04
39F,11F,4.30,2874.00,1061.91,705.76
69A,43,9.35,2873.00,2169.76,2680.75
65B,69A,8.47,2867.00,10571.86,12066.03
21B,22,8.34,2863.00,1523.49,1718.57
35,60,13.07,2860.00,187.86,303.49
43,69A,8.66,2850.00,16164.32,18791.43
21B,08,10.74,2845.00,1227.87,1694.61
43,30F,10.19,2844.00,2666.01,3527.71
43,25,7.95,2842.00,608.08,660.32
57,70B,11.30,2837.00,1924.25,2767.29
42,68B,19.81,2835.00,1250.52,2816.69
30F,43,9.99,2821.00,1429.52,1862.51
24B,18,13.80,2819.00,2223.43,3751.22
25,43,7.74,2809.00,2350.84,2497.13
69A,65B,7.67,2807.00,1729.64,1823.76
21A,06A,7.55,2791.00,7510.49,7824.38
37F,18,8.10,2761.00,2718.35,2996.01
44,69A,7.96,2759.00,9596.43,10424.48
69A,44,7.83,2748.00,1149.39,1232.55
05,21A,12.34,2744.00,5858.80,9038.31
21A,24A,7.45,2719.00,624.83,643.84
05,24B,14.95,2706.00,4597.21,8266.95
24B,05,15.41,2706.00,1544.44,2846.18
69B,44,6.86,2703.00,1381.13,1332.94
44,69B,7.51,2703.00,4333.17,4496.25
68B,42,20.83,2686.00,481.44,1128.56
21A,05,12.60,2676.00,776.48,1217.89
02F,60,9.82,2663.00,251.56,323.18
60,02F,9.44,2662.00,282.86,352.14
70B,22,15.04,2661.00,839.71,1517.59
08,21A,15.31,2655.00,4277.95,7842.50
43,08,11.95,2631.00,1627.28,2446.04
68A,42,16.87,2626.00,601.35,1191.14
18,41,8.40,2612.00,1752.82,1988.76
69B,43,9.68,2600.00,1867.44,2372.83
24B,38,12.89,2599.00,843.93,1348.37
39F,70B,21.92,2595.00,1746.43,4265.77
09,68A,8.60,2589.00,5407.99,6248.93
34,18,8.17,2586.00,2219.04,2461.93
18,37F,7.52,2583.00,1585.25,1645.31
17,30,7.21,2583.00,176.11,176.88
68A,61,11.55,2582.00,571.71,836.47
21B,70A,5.62,2579.00,12899.39,10612.60
01,05,4.63,2576.00,4389.52,3090.96
38,65A,20.76,2570.00,1103.42,2580.39
18,34,8.14,2566.00,5343.31,5909.69
42,68A,16.41,2564.00,735.35,1424.57
23,21A,6.19,2542.00,6197.98,5505.54
14F,61,8.35,2541.00,85.92,96.98
38,24B,14.80,2540.00,4811.90,8583.58
24A,21A,8.33,2536.00,1377.71,1551.57
02F,07,18.89,2515.00,628.35,1362.28
07,02F,15.25,2515.00,499.84,913.50
41,18,8.64,2502.00,2907.17,3373.53
30,17,6.74,2497.00,1305.15,1241.19
65A,09,14.83,2490.00,154.01,275.21
09,40,4.02,2488.00,1893.17,1191.97
34,70A,10.85,2483.00,2658.74,3701.63
07,20,6.06,2470.00,950.74,830.62
42,24B,19.58,2468.00,1509.90,3369.13
61,68A,13.54,2462.00,1028.45,1708.46
70A,34,11.27,2458.00,1442.20,2068.97
05,38,19.83,2448.00,358.47,807.95
65A,44,9.80,2428.00,209.43,268.75
42,13,5.24,2415.00,866.64,674.52
38,02F,9.77,2395.00,1232.62,1578.26
02F,38,10.46,2395.00,281.56,380.57
06B,05,12.48,2391.00,2638.96,4108.55
40,09,4.28,2381.00,2283.00,1510.54
13,42,5.21,2372.00,1134.75,878.33
22,70B,13.06,2365.00,2040.13,3293.77
16,05,6.19,2346.00,4665.63,4143.40
35,18,6.43,2342.00,2981.66,2730.61
69B,07,12.49,2336.00,1661.35,2587.16
07,68A,11.23,2331.00,2820.77,4036.21
70B,40,8.65,2320.00,292.40,339.46
08,69A,12.16,2308.00,12411.92,18918.87
44,65A,10.75,2291.00,1494.66,2065.08
21A,23,3.97,2290.00,703.83,438.54
21B,24A,8.25,2284.00,690.13,771.69
06A,09,6.09,2281.00,2280.91,2000.28
21A,44,10.29,2270.00,813.90,1085.61
70A,69B,9.91,2251.00,2864.01,3706.44
26,24B,14.55,2247.00,654.84,1152.22
24B,26,13.29,2247.00,431.97,707.25
43,65B,14.14,2246.00,1381.74,2376.82
68A,09,7.72,2245.00,4239.24,4493.71
44,21A,10.80,2234.00,2849.39,3951.36
65B,43,14.29,2228.00,1575.67,2733.48
24A,21B,9.65,2226.00,1341.76,1700.92
20,07,8.59,2217.00,2818.34,3253.54
18,35,6.16,2215.00,5414.96,4794.38
69B,61,9.12,2215.00,397.82,481.84
34,24B,9.56,2213.00,3913.06,4922.47
40,70B,10.72,2209.00,1981.68,2731.30
30F,70B,19.15,2200.00,1324.87,2904.23
65A,70B,10.17,2198.00,1780.69,2354.34
17,12F,5.74,2185.00,271.31,226.99
06B,08,8.76,2184.00,4538.22,5324.36
21A,70A,8.93,2175.00,3774.95,4495.23
21B,34,8.09,2172.00,2962.48,3261.10
12F,17,5.37,2161.00,429.59,340.99
43,61,19.86,2158.00,246.89,557.17
05,65A,15.64,2153.00,1894.70,3533.41
68A,07,10.31,2153.00,5618.88,7507.18
07,69A,10.05,2142.00,16376.03,21431.16
52,70B,22.62,2140.00,1159.78,2904.47
61,69B,12.04,2140.00,2429.79,3675.96
37F,06A,10.07,2139.00,5295.96,6946.41
07,37F,9.13,2129.00,1316.78,1596.25
06A,37F,7.20,2127.00,407.22,408.42
06A,24B,8.04,2117.00,3098.91,3394.03
21A,30,11.81,2116.00,272.08,405.14
24A,30,6.36,2113.00,299.80,272.33
69B,70A,9.83,2108.00,2350.32,3023.56
24B,42,20.15,2104.00,720.74,1645.39
38,05,23.06,2101.00,711.05,1808.27
37F,24B,13.42,2100.00,2393.85,3948.60
70B,65A,11.41,2097.00,2889.88,4188.79
09,06A,8.01,2094.00,22708.34,24800.41
70A,24B,11.19,2089.00,3511.13,5008.46
70B,25,16.66,2082.00,151.44,296.95
52,29F,6.36,2074.00,246.51,223.98
32,70B,12.26,2074.00,1723.66,2644.65
05,42,12.14,2068.00,1994.74,3036.78
02F,59,5.35,2060.00,95.88,75.84
32,07,6.90,2044.00,2366.08,2292.12
68B,41,19.58,2037.00,277.24,618.74
30,70A,18.91,2035.00,1048.82,2275.70
42,43,16.62,2035.00,1414.31,2767.72
70A,21B,5.95,2033.00,14124.60,12158.96
69A,07,8.61,2032.00,3782.76,4377.13
61,43,21.39,2031.00,812.49,1945.83
61,24B,17.82,2030.00,1735.88,3592.10
69A,06B,7.39,2022.00,1862.30,1907.30
61,65A,12.23,2021.00,1661.90,2546.29
60,70B,25.94,2018.00,769.77,2150.52
44,46F,8.48,2010.00,100.83,115.22
65A,61,10.77,2003.00,88.17,122.01
24B,61,15.32,2002.00,555.26,1018.45
24A,25,3.41,2002.00,476.63,262.87
09,65A,17.78,1998.00,1669.07,3447.87
30,24A,7.35,1997.00,799.97,815.48
