cve_ageb,productions,attractions
1407001111344,4020.5000000000005,65.52649246387142
1407000200793,157.0,0.0
1407000140469,3247.75,2307.6133840885027
1407001111359,5109.0,1525.3486596229038
1407000210740,1040.5,41.882912708866264
1407000431039,3208.2500000000005,1380.1095268421577
1407001111378,0.0,1738.8164082680928
1407000210721,1610.5,101.32962752145065
1407000140346,4966.5,1005.1899050127904
1407000140223,5413.750000000001,2469.065257272681
1407000130401,1320.7499999999998,10584.217360040591
1407000011058,2989.9999999999995,80.3881711670175
1407000010100,7031.749999999999,6538.463098534138
1407000140276,7675.749999999999,10687.57358011247
1407000210736,6465.499999999999,4740.199975453461
1407000430492,3399.5,1113.2748410356712
1407000430806,2091.0,476.249249350818
1407001111363,8883.5,243.19110605148154
1407000210967,2315.5,2176.5603991607595
1407000011062,65.75,60.12224566272738
1407000431202,1913.2499999999998,71.60627011515847
1407000200933,1012.7499999999999,67.55308501430042
1407000010702,6572.5,1908.374651653987
1407000010134,8723.25,1145.7003218425352
1407000011503,7521.0,695.7967756472945
1407000010115,5985.25,15373.055556704347
1407000010581,215.75000000000003,249.9464145529116
1407000010399,1809.2499999999998,1910.4012442044161
1407000010384,3113.0,1170.6949632978265
1407000010685,763.0,2165.7519055584717
1407000010914,636.0,36.47866590772223
1407000201397,22894.250000000004,870.0837349841896
1407000200789,18753.0,1823.2577645359684
1407000200242,2687.25,25859.320943474202
1407000200079,9109.250000000002,4507.141832154125
1407000140543,1536.75,2281.2676809329255
1407000140859,4325.500000000001,14228.7062965621
1407000140454,171.74999999999997,965.3335848543531
1407000140810,2976.4999999999995,4694.263877643736
1407000430632,92.5,0.0
1407000430295,10435.75,16478.224027538305
1407000211096,4886.750000000001,1188.9342962516876
1407000211109,4299.0,527.5895939616863
1407000211128,6478.249999999999,1147.7269143929643
1407001211518,10066.5,947.0942519004919
1409701151278,642.0,24.319110605148154
1409707771780,11544.25,2658.8894261628648
1409700013096,70.75,0.0
1409700151348,10.0,489.7598663536781
1409700092897,3146.4999999999995,47.2871595100103
1409708531668,7761.749999999999,2156.970004506613
1409700010941,9300.5,11884.614246565874
1409700013128,374.25000000000006,0.0
1409700382384,1142.75,0.0
1409701152007,25.0,7260.60557733701
1409700011117,431.0,20.941456354433132
1409708331494,5126.75,111.46259027359571
1409708332280,1283.2500000000002,0.0
1409700381827,438.75,146.59019448103192
1409700312789,2585.2500000000005,443.14823769381076
1409700092863,7525.0,458.0099163969569
1409708331507,4295.0,307.3665368150669
1409700150227,3795.75,647.1585544369982
1412000014516,5430.25,34571.64231776853
1409700232755,2914.5000000000005,811.312551021748
1409700092825,5246.5,174.2869593368951
1409708333753,3582.2500000000005,39.856320158437256
1409700381795,3191.2500000000005,8598.156660620158
1409708221969,11367.500000000002,448.55248449495485
1409700353240,426.5,659.3181097395722
1409800011877,3598.25,1573.9868808331998
1409700010195,4970.000000000001,9724.266587808546
1409708222153,2248.9999999999995,41.88291270886626
1409708362793,7148.75,1029.5090156179385
1409708222168,10655.25,1480.7636235134653
1409708432632,8433.5,2111.7094375470315
1409708432685,6009.750000000001,1110.572717635099
1409708333537,858.5,1979.3053909190025
1409700153185,2.5,0.0
1409708432952,10379.25,307.3665368150669
1409708352721,6505.749999999999,222.2496496970484
1409708332948,0.0,1657.0771754007897
1409700011371,361.75000000000006,10.132962752145064
1409701153359,0.0,0.0
1409708332933,14602.249999999998,1115.976964436243
1409708221526,14194.75,3428.3190644757465
1409708352736,7725.75,1577.364535083915
1409708432717,7065.000000000001,771.4562308633109
1409708223081,4057.25,143.2125402303169
1409700011386,225.0,31.0744191065782
1409700012100,8277.0,349.9249803740762
1409700010212,5840.250000000001,15117.704895350293
1409708312011,5590.0,632.972406583995
1409700012488,0.0,0.0
1409708221954,9226.0,2344.092049996225
1409700313630,99.0,0.0
1409700012115,18731.0,2055.640376985162
1409708221935,9734.25,2872.357174808054
1409700152064,2105.5,130.37745407759982
1409708223043,8184.499999999999,138.48382427931588
1409708223490,3265.5,139.8348859796019
1412000016546,16309.75,2637.9479698084315
1409700350246,3468.7500000000005,158.749749783606
1409700011121,2.5,6366.202731747672
1409700013109,96.75,0.0
1409700150674,1488.5,242.51557520133852
1409708432647,9367.5,1176.7747409491133
1409700151738,10.0,0.0
1409708432651,10681.25,2370.4377531518016
1409700233202,3491.4999999999995,77.01051691630249
1409701153363,12.5,4804.3754062170465
1409700312774,4906.0,1090.3067921308088
1409708221615,6079.25,152.66997213231897
1409708223058,15106.250000000002,338.4409559216452
1409700011102,1386.25,38.50525845815125
1409700012098,10804.250000000002,737.0041575060176
1409708311649,4122.5,1605.061299939778
1409700150706,53.5,0.0
1409700010532,5635.499999999999,1116.652495286386
1409708352740,4573.999999999999,380.9993994806544
1409708332454,4328.75,12.159555302574077
1409700011136,388.75,5.220456971034864
1409700152492,12.5,0.0
